Outlet_ID,Maximum_Monthly_Liters
OUT_00328,915.73
OUT_00329,940.82
OUT_00330,952.9
OUT_00331,937.93
OUT_00332,835.12
OUT_00333,956.88
OUT_00334,979.84
OUT_00335,924.63
OUT_00336,920.86
OUT_00337,928.25
OUT_00338,970.08
OUT_00339,1751.15
OUT_00340,994.17
OUT_00341,935.17
OUT_00342,1005.52
OUT_00343,1012.08
OUT_00344,915.59
OUT_00345,985.21
OUT_00346,991.24
OUT_00347,944.86
OUT_00348,877.46
OUT_00349,969.02
OUT_00350,1872.91
OUT_00351,965.29
OUT_00352,852.57
OUT_00353,947.3
OUT_00354,947.74
OUT_00355,913.16
OUT_00356,889.86
OUT_00357,884.5
OUT_00358,892.1
OUT_00359,991.59
OUT_00360,915.14
OUT_00361,1791.9
OUT_00362,929.49
OUT_00363,953.14
OUT_00364,911.61
OUT_00365,886.05
OUT_00366,860.95
OUT_00367,1609.4
OUT_00368,916.52
OUT_00369,964.1
OUT_00370,928.05
OUT_00371,924.0
OUT_00372,1014.99
OUT_00373,942.9
OUT_00374,918.48
OUT_00375,897.6
OUT_00376,1020.46
OUT_00377,975.65
OUT_00378,1045.69
OUT_00379,931.24
OUT_00380,979.88
OUT_00381,967.59
OUT_00382,843.5
OUT_00383,894.25
OUT_00384,978.23
OUT_00385,980.89
OUT_00386,939.74
OUT_00387,1770.08
OUT_00388,966.1
OUT_00389,961.4
OUT_00390,893.6
OUT_00391,884.29
OUT_00392,948.17
OUT_00393,986.44
OUT_00394,956.84
OUT_00395,958.17
OUT_00396,946.82
OUT_00397,958.34
OUT_00398,997.46
OUT_00399,898.32
OUT_00400,922.63
OUT_00401,146.74
OUT_00402,938.76
OUT_00403,308.69
OUT_00404,160.26
OUT_00405,385.64
OUT_00406,155.49
OUT_00407,154.06
OUT_00408,143.99
OUT_00409,380.82
OUT_00410,313.6
OUT_00411,139.65
OUT_00412,159.16
OUT_00413,997.59
OUT_00414,138.18
OUT_00415,145.59
OUT_00416,360.76
OUT_00417,935.23
OUT_00418,304.16
OUT_00419,107.51
OUT_00420,135.46
OUT_00421,306.98
OUT_00422,327.11
OUT_00423,928.39
OUT_00424,936.94
OUT_00425,151.17
OUT_00426,327.91
OUT_00427,308.56
OUT_00428,1991.69
OUT_00429,349.15
OUT_00430,142.05
OUT_00431,131.01
OUT_00432,2002.67
OUT_00433,300.24
OUT_00434,1948.56
OUT_00435,345.33
OUT_00436,154.45
OUT_00437,142.42
OUT_00438,341.94
OUT_00439,342.51
OUT_00440,165.87
OUT_00441,165.87
OUT_00442,147.75
OUT_00443,329.93
OUT_00444,334.07
OUT_00445,905.07
OUT_00446,163.46
OUT_00447,106.02
OUT_00448,173.06
OUT_00449,2031.35
OUT_00450,956.34
OUT_00451,121.13
OUT_00452,148.97
OUT_00453,328.36
OUT_00454,325.37
OUT_00455,2003.07
OUT_00456,313.89
OUT_00457,961.44
OUT_00458,169.66
OUT_00459,357.73
OUT_00460,312.32
OUT_00461,129.5
OUT_00462,135.47
OUT_00463,926.48
OUT_00464,121.4
OUT_00465,309.4
OUT_00466,988.05
OUT_00467,145.98
OUT_00468,1006.63
OUT_00469,161.55
OUT_00470,146.76
OUT_00471,307.21
OUT_00472,313.11
OUT_00473,158.11
OUT_00474,148.94
OUT_00475,145.52
OUT_00476,327.26
OUT_00477,142.33
OUT_00478,329.39
OUT_00479,152.03
OUT_00480,115.98
OUT_00481,140.29
OUT_00482,330.15
OUT_00483,99.36
OUT_00484,133.59
OUT_00485,344.59
OUT_00486,345.31
OUT_00487,134.45
OUT_00488,135.06
OUT_00489,338.42
OUT_00490,132.97
OUT_00491,115.59
OUT_00492,941.0
OUT_00493,344.25
OUT_00494,175.49
OUT_00495,172.79
OUT_00496,152.89
OUT_00497,316.5
OUT_00498,330.71
OUT_00499,364.5
OUT_00500,137.58
OUT_00501,313.55
OUT_00502,341.35
OUT_00503,932.95
OUT_00504,251.3
OUT_00505,129.34
OUT_00506,1913.11
OUT_00507,1978.38
OUT_00508,317.26
OUT_00509,314.55
OUT_00510,339.87
OUT_00511,294.12
OUT_00513,136.02
OUT_00514,142.3
OUT_00515,989.38
OUT_00516,127.05
OUT_00517,336.26
OUT_00518,344.37
OUT_00519,130.98
OUT_00520,147.29
OUT_00521,133.14
OUT_00522,134.09
OUT_00523,159.45
OUT_00524,118.59
OUT_00525,932.48
OUT_00526,314.73
OUT_00527,334.81
OUT_00528,332.35
OUT_00529,311.31
OUT_00530,972.08
OUT_00531,164.69
OUT_00532,139.2
OUT_00533,138.19
OUT_00534,982.16
OUT_00536,122.88
OUT_00537,146.56
OUT_00538,165.75
OUT_00539,968.1
OUT_00540,116.21
OUT_00541,339.4
OUT_00542,138.29
OUT_00543,155.24
OUT_00544,145.28
OUT_00545,325.0
OUT_00546,335.25
OUT_00547,147.65
OUT_00548,144.61
OUT_00549,139.89
OUT_00550,306.01
OUT_00551,956.01
OUT_00552,139.92
OUT_00553,313.6
OUT_00554,153.28
OUT_00555,127.91
OUT_00556,333.13
OUT_00557,145.17
OUT_00558,108.44
OUT_00559,139.8
OUT_00560,315.66
OUT_00561,135.62
OUT_00562,144.94
OUT_00563,130.49
OUT_00564,142.66
OUT_00565,336.94
OUT_00566,154.96
OUT_00567,1025.88
OUT_00568,2015.6
OUT_00569,129.07
OUT_00570,968.45
OUT_00572,144.85
OUT_00573,928.09
OUT_00574,325.06
OUT_00575,129.81
OUT_00576,342.63
OUT_00577,977.41
OUT_00578,137.7
OUT_00579,2069.62
OUT_00580,991.74
OUT_00581,946.0
OUT_00582,368.78
OUT_00583,144.53
OUT_00584,193.43
OUT_00585,370.16
OUT_00586,309.34
OUT_00587,306.56
OUT_00588,153.59
OUT_00589,997.08
OUT_00590,343.65
OUT_00591,929.91
OUT_00592,102.46
OUT_00593,120.08
OUT_00594,385.09
OUT_00595,312.59
OUT_00596,143.24
OUT_00597,132.63
OUT_00598,150.07
OUT_00599,142.1
OUT_00600,981.13
OUT_00601,372.7
OUT_00602,162.05
OUT_00603,938.53
OUT_00604,329.3
OUT_00605,177.84
OUT_00606,1044.82
OUT_00607,935.76
OUT_00608,323.99
OUT_00609,318.4
OUT_00610,926.64
OUT_00611,124.11
OUT_00612,143.33
OUT_00613,262.29
OUT_00614,985.44
OUT_00615,179.93
OUT_00616,319.56
OUT_00617,295.14
OUT_00618,320.18
OUT_00619,2009.9
OUT_00620,412.05
OUT_00621,360.33
OUT_00622,140.6
OUT_00623,138.87
OUT_00624,336.7
OUT_00625,308.66
OUT_00626,937.19
OUT_00627,305.74
OUT_00628,133.57
OUT_00629,381.79
OUT_00630,137.09
OUT_00631,148.16
OUT_00632,135.12
OUT_00633,938.32
OUT_00634,333.75
OUT_00635,322.43
OUT_00636,316.32
OUT_00637,326.55
OUT_00638,354.34
OUT_00639,949.52
OUT_00640,321.83
OUT_00641,143.61
OUT_00642,334.65
OUT_00643,302.37
OUT_00644,310.52
OUT_00645,336.4
OUT_00646,222.42
OUT_00647,134.6
OUT_00648,386.04
OUT_00649,936.19
OUT_00650,315.76
OUT_00651,136.41
OUT_00652,311.4
OUT_00653,132.07
OUT_00654,124.23
OUT_00655,144.86
OUT_00656,278.2
OUT_00657,127.52
OUT_00658,361.47
OUT_00659,142.92
OUT_00660,917.93
OUT_00661,288.66
OUT_00662,327.81
OUT_00663,350.77
OUT_00664,128.03
OUT_00665,128.86
OUT_00666,940.69
OUT_00667,296.81
OUT_00668,142.24
OUT_00669,129.37
OUT_00670,314.97
OUT_00671,332.92
OUT_00672,158.5
OUT_00673,306.45
OUT_00674,934.21
OUT_00675,132.79
OUT_00676,168.42
OUT_00677,330.96
OUT_00678,108.58
OUT_00679,151.24
OUT_00680,320.46
OUT_00681,125.75
OUT_00682,121.26
OUT_00683,365.23
OUT_00684,2066.72
OUT_00685,141.01
OUT_00686,934.74
OUT_00687,925.66
OUT_00688,129.3
OUT_00689,2069.62
OUT_00690,128.5
OUT_00691,1984.0
OUT_00692,187.41
OUT_00693,341.62
OUT_00694,967.15
OUT_00695,145.17
OUT_00696,143.69
OUT_00697,323.51
OUT_00698,933.34
OUT_00699,997.46
OUT_00700,177.09
OUT_00701,132.16
OUT_00702,124.49
OUT_00703,338.72
OUT_00704,339.24
OUT_00705,137.49
OUT_00706,320.9
OUT_00707,139.99
OUT_00708,136.72
OUT_00709,151.39
OUT_00710,309.49
OUT_00711,129.07
OUT_00712,942.89
OUT_00713,139.41
OUT_00714,159.45
OUT_00715,325.84
OUT_00716,142.41
OUT_00717,943.21
OUT_00718,151.19
OUT_00719,162.16
OUT_00720,985.99
OUT_00721,134.11
OUT_00722,324.4
OUT_00723,123.67
OUT_00724,146.86
OUT_00725,130.84
OUT_00726,958.72
OUT_00727,376.39
OUT_00728,941.79
OUT_00729,138.64
OUT_00730,316.21
OUT_00731,966.59
OUT_00732,353.99
OUT_00733,298.5
OUT_00734,918.36
OUT_00735,140.4
OUT_00736,936.13
OUT_00737,931.73
OUT_00738,131.25
OUT_00739,138.58
OUT_00740,338.79
OUT_00741,187.23
OUT_00742,2069.62
OUT_00744,324.39
OUT_00745,340.12
OUT_00746,933.25
OUT_00747,347.36
OUT_00748,157.01
OUT_00749,303.33
OUT_00750,342.9
OUT_00751,121.9
OUT_00752,136.72
OUT_00753,945.41
OUT_00754,153.59
OUT_00755,956.97
OUT_00756,302.82
OUT_00757,309.4
OUT_00758,141.54
OUT_00759,121.46
OUT_00760,137.14
OUT_00761,321.95
OUT_00762,107.2
OUT_00763,150.16
OUT_00764,331.89
OUT_00765,141.19
OUT_00766,141.6
OUT_00767,346.61
OUT_00768,138.95
OUT_00769,363.33
OUT_00770,204.81
OUT_00771,396.49
OUT_00772,328.33
OUT_00773,935.1
OUT_00774,166.2
OUT_00775,358.37
OUT_00776,148.05
OUT_00777,215.16
OUT_00778,1929.38
OUT_00779,311.82
OUT_00780,129.73
OUT_00781,171.36
OUT_00782,127.17
OUT_00783,148.93
OUT_00784,149.85
OUT_00785,333.42
OUT_00786,170.7
OUT_00787,296.16
OUT_00788,345.3
OUT_00789,928.33
OUT_00790,148.86
OUT_00791,1997.76
OUT_00792,942.9
OUT_00793,311.16
OUT_00794,133.26
OUT_00795,950.68
OUT_00796,132.07
OUT_00797,299.22
OUT_00798,317.79
OUT_00799,916.64
OUT_00800,949.02
OUT_00801,168.67
OUT_00802,115.44
OUT_00803,309.96
OUT_00804,128.05
OUT_00805,136.81
OUT_00806,148.43
OUT_00807,156.46
OUT_00808,314.31
OUT_00809,347.52
OUT_00810,154.84
OUT_00811,129.33
OUT_00812,148.42
OUT_00813,133.99
OUT_00814,165.51
OUT_00815,1960.42
OUT_00816,166.42
OUT_00817,118.08
OUT_00818,146.48
OUT_00819,135.96
OUT_00820,132.63
OUT_00821,160.21
OUT_00822,316.55
OUT_00823,915.77
OUT_00824,128.33
OUT_00825,338.22
OUT_00826,318.56
OUT_00827,151.15
OUT_00828,355.22
OUT_00829,153.21
OUT_00830,179.93
OUT_00831,136.06
OUT_00832,142.66
OUT_00833,344.61
OUT_00834,330.13
OUT_00835,322.17
OUT_00836,314.5
OUT_00837,939.53
OUT_00838,350.88
OUT_00839,150.49
OUT_00840,2045.99
OUT_00841,144.21
OUT_00842,140.31
OUT_00843,357.96
OUT_00844,239.49
OUT_00845,334.18
OUT_00846,157.86
OUT_00847,279.77
OUT_00848,338.51
OUT_00849,305.02
OUT_00850,134.18
OUT_00851,152.44
OUT_00852,329.95
OUT_00853,2036.6
OUT_00854,331.6
OUT_00855,114.57
OUT_00856,2069.62
OUT_00857,953.69
OUT_00858,176.79
OUT_00859,155.77
OUT_00860,150.82
OUT_00861,137.72
OUT_00862,142.38
OUT_00863,123.58
OUT_00864,132.27
OUT_00865,356.69
OUT_00866,308.31
OUT_00867,403.75
OUT_00868,176.06
OUT_00869,146.6
OUT_00870,369.96
OUT_00871,969.41
OUT_00872,150.92
OUT_00873,971.67
OUT_00874,313.84
OUT_00875,136.98
OUT_00876,99.45
OUT_00877,922.17
OUT_00878,327.89
OUT_00879,299.5
OUT_00880,139.51
OUT_00881,935.38
OUT_00882,131.39
OUT_00883,233.39
OUT_00884,328.76
OUT_00885,359.99
OUT_00886,1977.98
OUT_00887,126.41
OUT_00888,143.56
OUT_00889,350.16
OUT_00890,329.67
OUT_00891,368.67
OUT_00892,154.23
OUT_00893,159.86
OUT_00894,135.96
OUT_00895,305.21
OUT_00896,129.55
OUT_00897,355.6
OUT_00898,138.76
OUT_00899,151.87
OUT_00900,128.98
OUT_00901,141.49
OUT_00902,146.56
OUT_00903,949.54
OUT_00904,144.32
OUT_00905,108.05
OUT_00906,965.29
OUT_00907,101.4
OUT_00908,132.27
OUT_00909,210.28
OUT_00910,134.14
OUT_00911,137.3
OUT_00912,930.89
OUT_00913,332.13
OUT_00914,337.36
OUT_00915,130.95
OUT_00916,309.4
OUT_00917,302.23
OUT_00918,980.15
OUT_00919,140.7
OUT_00920,346.17
OUT_00921,342.6
OUT_00922,158.96
OUT_00923,936.36
OUT_00924,260.63
OUT_00925,134.11
OUT_00926,132.76
OUT_00927,191.99
OUT_00928,135.76
OUT_00929,334.71
OUT_00930,342.4
OUT_00931,126.5
OUT_00932,174.11
OUT_00933,988.41
OUT_00934,930.86
OUT_00935,342.46
OUT_00936,126.3
OUT_00937,971.68
OUT_00938,340.5
OUT_00939,186.92
OUT_00940,136.91
OUT_00941,310.24
OUT_00942,351.63
OUT_00943,1018.71
OUT_00944,154.37
OUT_00945,333.23
OUT_00946,139.2
OUT_00947,128.06
OUT_00948,138.9
OUT_00949,143.64
OUT_00950,133.94
OUT_00951,284.21
OUT_00952,887.77
OUT_00953,167.3
OUT_00954,938.0
OUT_00955,313.89
OUT_00956,314.79
OUT_00957,139.96
OUT_00958,151.02
OUT_00959,137.68
OUT_00960,937.28
OUT_00961,148.31
OUT_00962,348.39
OUT_00963,323.01
OUT_00964,142.72
OUT_00965,2069.62
OUT_00966,142.13
OUT_00967,143.35
OUT_00968,133.91
OUT_00969,313.6
OUT_00970,149.98
OUT_00971,169.31
OUT_00972,304.72
OUT_00973,948.37
OUT_00974,181.59
OUT_00975,123.08
OUT_00976,293.58
OUT_00977,144.08
OUT_00978,136.55
OUT_00979,144.64
OUT_00980,147.16
OUT_00981,338.19
OUT_00982,129.19
OUT_00983,156.04
OUT_00984,128.11
OUT_00985,390.05
OUT_00986,939.69
OUT_00987,138.09
OUT_00988,309.49
OUT_00989,132.55
OUT_00990,996.47
OUT_00991,144.62
OUT_00992,316.53
OUT_00993,134.5
OUT_00994,1030.43
OUT_00995,1054.39
OUT_00996,2069.62
OUT_00997,337.62
OUT_00998,345.35
OUT_00999,324.65
OUT_01000,162.83
OUT_01001,164.38
OUT_01002,121.45
OUT_01003,136.28
OUT_01004,137.22
OUT_01005,317.29
OUT_01006,1995.87
OUT_01007,150.13
OUT_01008,302.66
OUT_01009,294.62
OUT_01010,346.67
OUT_01011,327.04
OUT_01012,333.87
OUT_01013,135.87
OUT_01014,325.74
OUT_01015,340.3
OUT_01016,310.06
OUT_01017,144.86
OUT_01018,968.69
OUT_01019,149.11
OUT_01020,137.01
OUT_01021,162.87
OUT_01022,152.03
OUT_01023,920.23
OUT_01024,132.05
OUT_01025,332.68
OUT_01026,311.31
OUT_01027,155.27
OUT_01028,151.94
OUT_01029,131.79
OUT_01030,146.33
OUT_01031,138.77
OUT_01032,1982.21
OUT_01033,132.17
OUT_01034,140.26
OUT_01035,326.43
OUT_01036,937.74
OUT_01037,341.39
OUT_01038,352.32
OUT_01039,321.61
OUT_01040,337.6
OUT_01041,291.46
OUT_01042,135.99
OUT_01043,122.95
OUT_01044,1922.48
OUT_01045,131.62
OUT_01046,142.77
OUT_01047,124.22
OUT_01048,183.99
OUT_01049,348.55
OUT_01050,130.47
OUT_01051,331.1
OUT_01052,128.14
OUT_01053,132.14
OUT_01054,298.1
OUT_01055,142.01
OUT_01056,342.91
OUT_01057,144.71
OUT_01058,275.35
OUT_01059,342.78
OUT_01060,338.53
OUT_01061,2001.95
OUT_01062,143.71
OUT_01063,226.07
OUT_01064,139.42
OUT_01065,132.58
OUT_01066,139.4
OUT_01067,136.52
OUT_01068,141.74
OUT_01069,313.22
OUT_01070,144.67
OUT_01071,156.05
OUT_01072,296.61
OUT_01073,949.55
OUT_01074,313.83
OUT_01075,343.79
OUT_01076,316.65
OUT_01077,144.21
OUT_01078,189.49
OUT_01079,937.44
OUT_01080,327.18
OUT_01081,146.1
OUT_01082,129.56
OUT_01083,149.23
OUT_01084,176.33
OUT_01085,954.62
OUT_01086,362.94
OUT_01087,132.67
OUT_01088,133.73
OUT_01089,160.7
OUT_01090,1000.58
OUT_01091,150.24
OUT_01092,163.07
OUT_01093,306.55
OUT_01094,138.48
OUT_01095,163.84
OUT_01096,171.14
OUT_01097,328.1
OUT_01098,140.0
OUT_01099,955.21
OUT_01100,1958.57
OUT_01101,153.5
OUT_01102,309.42
OUT_01103,150.35
OUT_01104,116.66
OUT_01105,942.4
OUT_01106,138.88
OUT_01107,938.65
OUT_01108,1974.92
OUT_01109,319.89
OUT_01110,323.28
OUT_01111,359.76
OUT_01112,132.75
OUT_01113,155.77
OUT_01114,193.11
OUT_01115,308.48
OUT_01116,360.52
OUT_01117,175.46
OUT_01118,150.07
OUT_01119,122.8
OUT_01120,142.72
OUT_01121,323.3
OUT_01122,163.28
OUT_01123,312.24
OUT_01124,2069.62
OUT_01125,189.76
OUT_01126,136.72
OUT_01127,145.58
OUT_01128,136.41
OUT_01129,134.52
OUT_01130,999.59
OUT_01131,126.0
OUT_01132,175.09
OUT_01133,941.56
OUT_01134,936.54
OUT_01135,1053.39
OUT_01136,135.44
OUT_01137,303.91
OUT_01138,319.04
OUT_01140,129.4
OUT_01141,146.19
OUT_01142,322.03
OUT_01143,192.4
OUT_01144,173.59
OUT_01145,320.45
OUT_01146,2055.59
OUT_01147,134.14
OUT_01148,313.56
OUT_01149,314.13
OUT_01150,147.93
OUT_01151,145.28
OUT_01152,1977.87
OUT_01153,973.44
OUT_01154,143.02
OUT_01155,147.81
OUT_01156,310.33
OUT_01157,328.6
OUT_01158,135.31
OUT_01159,151.02
OUT_01160,135.63
OUT_01161,141.05
OUT_01162,119.66
OUT_01163,139.17
OUT_01164,964.55
OUT_01165,126.71
OUT_01166,298.24
OUT_01167,133.81
OUT_01168,143.12
OUT_01169,154.17
OUT_01171,150.45
OUT_01172,140.23
OUT_01173,311.96
OUT_01174,142.82
OUT_01175,935.93
OUT_01176,296.01
OUT_01177,171.09
OUT_01178,945.5
OUT_01179,296.28
OUT_01180,335.04
OUT_01181,132.24
OUT_01182,310.99
OUT_01183,187.46
OUT_01184,188.47
OUT_01185,144.12
OUT_01186,134.67
OUT_01187,143.43
OUT_01188,149.66
OUT_01189,134.03
OUT_01190,128.61
OUT_01191,327.91
OUT_01192,141.6
OUT_01193,156.33
OUT_01194,134.08
OUT_01195,352.93
OUT_01196,171.02
OUT_01197,924.82
OUT_01198,289.5
OUT_01199,191.78
OUT_01200,144.33
OUT_01201,146.78
OUT_01202,145.14
OUT_01203,959.41
OUT_01204,321.58
OUT_01205,163.46
OUT_01206,153.82
OUT_01207,2029.63
OUT_01208,142.8
OUT_01210,317.44
OUT_01211,331.27
OUT_01212,2011.61
OUT_01213,165.18
OUT_01214,919.38
OUT_01215,956.9
OUT_01216,113.82
OUT_01217,987.36
OUT_01218,337.34
OUT_01219,161.47
OUT_01220,383.54
OUT_01221,1981.12
OUT_01222,143.31
OUT_01223,316.44
OUT_01224,322.03
OUT_01225,337.86
OUT_01226,150.56
OUT_01227,161.76
OUT_01228,152.34
OUT_01229,143.84
OUT_01230,344.34
OUT_01231,161.45
OUT_01232,155.26
OUT_01233,336.15
OUT_01234,148.34
OUT_01235,323.71
OUT_01236,992.48
OUT_01237,129.4
OUT_01238,311.32
OUT_01239,956.74
OUT_01240,147.45
OUT_01241,2069.62
OUT_01242,137.48
OUT_01243,133.35
OUT_01244,115.85
OUT_01245,140.68
OUT_01246,949.33
OUT_01247,141.6
OUT_01248,159.45
OUT_01249,138.99
OUT_01250,307.98
OUT_01251,144.4
OUT_01252,152.7
OUT_01253,938.98
OUT_01254,99.09
OUT_01255,140.7
OUT_01256,138.77
OUT_01257,205.85
OUT_01258,342.85
OUT_01259,132.09
OUT_01260,158.29
OUT_01261,103.12
OUT_01262,926.64
OUT_01263,941.44
OUT_01264,118.49
OUT_01265,315.18
OUT_01266,330.55
OUT_01267,921.32
OUT_01268,312.65
OUT_01269,141.86
OUT_01270,950.92
OUT_01271,153.17
OUT_01272,327.95
